BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster_gmm_0,cluster_gmm_1,cluster_gmm_2,cluster_gmm_3
-0.09997162055766406,1.0,2.1683522740689996,0.16868536429169648,3.902792448820151,-0.5595745976141618,0.75,0.166667,0.75,0.0,-0.6112006965329413,1.0432413034431147,7500.0,0.6533355243114941,-0.4065007739425081,0.083333,12,0,1,0,0
1.412625118375272,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.18127416885740008,0.0,0.0,0.0,0.083333,-0.2906605211832273,-0.7452219526733802,3000.0,-0.21358103349979052,1.2431588712071857,0.0,12,1,0,0,0
0.8400542688463046,0.875,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,2.4775007242820006,0.0,0.0,0.0,0.25,0.3504198295162006,-0.7452219526733802,3000.0,-0.6353664947690885,-0.1264127244202805,0.0,8,1,0,0,0
-0.8195510088675168,0.454545,-0.09520930524750369,-0.5979285147843686,0.6936783571779043,-0.5595745976141618,0.416667,0.0,0.333333,0.0,-0.6112006965329413,-0.19492556617599716,2500.0,-0.7754444643739493,-0.8037962755364639,0.25,12,0,1,0,0
0.7722296539292125,1.0,-0.11569269683144291,-0.29490464601918426,0.21015795161715486,-0.5595745976141618,0.666667,0.083333,0.583333,0.0,-0.6112006965329413,-0.12613851786382427,13000.0,0.7195550386004551,0.6953387690098625,0.0,12,0,1,0,0
-0.7449844526241224,0.636364,0.3199114429621594,-0.5979285147843686,1.488348760781483,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.42415786863355887,1800.0,1.370874212866439,-0.7744875957328049,0.0,12,0,1,0,0
3.5337639509817587,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,0.3119166060860859,0.0,0.0,0.0,0.363636,0.6709600048659146,-0.7452219526733802,6000.0,0.41559848466048943,2.7325361480618957,0.0,11,1,0,0,0
-0.7143910732101184,1.0,-0.26215244211592326,-0.5979285147843686,0.3740971978977854,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.0802226270726944,3000.0,-0.815499345611864,-0.6032842745105631,0.0,12,0,1,0,0
0.4673494857423599,1.0,-0.6782519189336927,-0.41173312554311076,-0.6954558276326631,-0.2925036099729731,0.166667,0.166667,0.0,0.25,0.9915001802156286,-0.6076478560490345,1700.0,-0.12739252976237714,1.2012273619398572,0.0,12,1,0,0,0
-0.7504163484910549,1.0,-0.4946983594019832,-0.5979285147843686,-0.071068115431104,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.0802226270726944,1000.0,-0.8231794819332003,-0.5993918452042091,0.0,12,0,1,0,0
-0.8350979727559836,1.0,-0.681048286385425,-0.5979285147843686,-0.4277999153377561,-0.5595745976141618,0.416667,0.0,0.416667,0.0,-0.6112006965329413,-0.4012867111125158,6900.0,-0.8711072006449552,-0.610699664676564,0.0,12,0,1,0,0
0.09661663074383134,1.0,1.0634795302150424,0.13224948224017194,1.8411460187774005,-0.36779549976303944,1.0,0.083333,1.0,0.166667,0.029879654166486618,2.3501952213743995,6000.0,-0.37636140530519074,-0.3937491534478814,0.0,12,0,0,0,1
-0.7504444287966969,1.0,0.06948275582227133,0.5644966020287743,-0.6954558276326631,-0.5595745976141618,0.916667,0.916667,0.0,0.0,-0.6112006965329413,0.01143557876052151,1200.0,-0.6032741399606943,-0.5289396703113646,0.3,12,0,1,0,0
0.5003486178045148,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.45129743694660546,0.0,0.0,0.0,0.083333,-0.2906605211832273,-0.7452219526733802,1800.0,-0.6766345515798945,0.4496306323777242,0.0,12,1,0,0,0
2.454244047597044,1.0,2.5075796096386482,2.3997624886501057,1.2808618975704713,1.2922268865639974,0.75,0.5,0.75,0.333333,1.6325805309150565,2.075047028125708,5000.0,0.6145933916994681,2.4738393038867073,0.0,12,0,0,0,1
-0.31099519835402345,0.727273,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,2.8579585738152615,0.0,0.0,0.0,0.25,0.3504198295162006,-0.7452219526733802,1800.0,2.09217459778525,-0.3346142540010418,0.166667,12,1,0,0,0
-0.21175974468407768,0.909091,1.313586635097981,0.8374188828666219,1.2859741254953039,1.8275444518144166,0.583333,0.416667,0.333333,0.25,2.914741232313912,1.1120283517552876,3000.0,0.25203569896799044,-0.15641483187179686,0.111111,12,0,0,0,1
2.501009122951461,1.0,-0.5358888519660002,-0.22586631640051397,-0.6954558276326631,-0.5595745976141618,0.083333,0.083333,0.0,0.0,-0.6112006965329413,-0.6764349043612073,4500.0,-0.14972562419846427,3.0546464975953844,0.0,12,1,0,0,0
0.2587942488530949,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,1.0565344711288926,0.0,0.0,0.0,0.083333,-0.2906605211832273,-0.7452219526733802,1500.0,-0.6493150982831415,-0.24972106351581366,0.0,12,1,0,0,0
3.4907612843946842,1.0,1.3119787238132352,0.25966554272095427,2.1300270449172936,-0.5595745976141618,1.0,0.333333,1.0,0.0,-0.6112006965329413,0.6305190135700774,8500.0,0.42336260318150454,1.9772015536137026,0.0,12,0,1,0,0
-0.465435785230086,0.5,-0.6674299768954887,-0.5979285147843686,-0.4017302294802321,0.5461210461620908,0.375,0.0,0.25,0.125,-0.2906605211832273,-0.5388608077368616,1700.0,-0.8555630128273503,-0.6385755847306073,0.0,8,0,0,1,0
-0.6652926212066005,1.0,2.521631356083603,1.963043028629728,1.9481013213304448,-0.5595745976141618,1.0,0.666667,1.0,0.0,-0.6112006965329413,5.239251250485661,3300.0,1.5588123612108704,-0.5750340474986203,0.916667,12,0,1,0,0
-0.14727075286229493,1.0,-0.11128841809496454,0.32848481894051723,-0.6954558276326631,0.1986345064100947,0.166667,0.166667,0.0,0.083333,0.029879654166486618,-0.5388608077368616,4000.0,-0.43563320671145733,-0.32765842192161304,0.083333,12,0,0,0,1
0.02847934990924712,1.0,3.524478633461107,3.4577356429888875,1.6762699768037372,-0.5595745976141618,0.666667,0.583333,0.5,0.0,-0.6112006965329413,0.4929449169457317,2500.0,0.39225108546286186,1.9855337087981249,0.0,12,0,0,0,1
0.42625851237389933,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.2090373832643042,0.0,0.0,0.0,0.25,0.3504198295162006,-0.7452219526733802,3500.0,-0.3296357677921883,0.33109627610650333,0.0,12,1,0,0,0
-0.47342171907005104,0.888889,1.9464465349367817,3.015028723392909,-0.6954558276326631,1.6015816125837825,0.666667,0.666667,0.0,0.111111,-0.2906605211832273,0.01143557876052151,3000.0,2.136012631035869,-0.6715178770317337,0.2,9,0,0,0,1
2.391861657235725,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.3146085531905014,0.0,0.0,0.0,0.181818,0.3504198295162006,-0.7452219526733802,4000.0,-0.2550885793172029,2.605733140111939,0.0,11,1,0,0,0
3.6361788177683048,1.0,-0.5006825857486903,-0.5979285147843686,-0.08252378847732603,0.49914241004581283,0.416667,0.0,0.333333,0.333333,0.6709600048659146,-0.33249966280034293,6000.0,1.1169170095964525,3.2639982464521693,0.0,12,0,0,0,1
0.682378073105204,0.727273,-0.6628718979491649,-0.3916532306249359,-0.6954558276326631,-0.5595745976141618,0.166667,0.166667,0.0,0.0,-0.6112006965329413,-0.6076478560490345,6500.0,2.543483185816716,0.2565736450617185,0.0,12,1,0,0,0
0.4181790932770678,1.0,-0.7283068963197012,-0.47708405627680717,-0.6954558276326631,-0.5595745976141618,0.083333,0.083333,0.0,0.0,-0.6112006965329413,-0.6764349043612073,1600.0,-0.6903141850898361,0.9021025730593323,0.0,12,1,0,0,0
-0.19158185350253637,0.909091,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,3.6069083186424162,0.0,0.0,0.0,0.545455,1.6325805309150565,-0.7452219526733802,4150.0,3.422857974333646,-0.42769599614169607,0.090909,11,1,0,0,0
0.58345959414834,1.0,-0.24435356328564709,-0.004275548753491559,-0.4622739968413401,-0.5595745976141618,0.583333,0.333333,0.166667,0.0,-0.6112006965329413,0.01143557876052151,1800.0,-0.24233028356764233,1.0376116323135582,0.0,12,0,1,0,0
-0.191365737945696,0.875,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,0.4313301140193414,0.0,0.0,0.0,0.125,-0.2906605211832273,-0.7452219526733802,1500.0,-0.8860883313867386,-0.5666505665842595,0.0,8,1,0,0,0
0.43493978351575124,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.14189953940823424,0.0,0.0,0.0,0.416667,1.3120403555653426,-0.7452219526733802,2500.0,-0.4844156479974893,-0.17932113427289476,0.0,12,1,0,0,0
0.5355549874033069,1.0,1.0858225061543838,1.8914125671216206,-0.6954558276326631,-0.5595745976141618,0.333333,0.333333,0.0,0.0,-0.6112006965329413,-0.4700737594246887,1700.0,0.6206314515499896,1.0947726558723774,0.0,12,0,1,0,0
3.6310959130984304,1.0,-0.23488785946153312,-0.5979285147843686,0.4262901007952923,0.12260846410135896,0.916667,0.0,0.833333,0.333333,0.6709600048659146,0.01143557876052151,6250.0,0.27844893837639656,3.9022612802128864,0.0,12,0,0,0,1
-0.3170704939071229,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,1.0486401720500906,0.0,0.0,0.0,0.125,0.3504198295162006,-0.7452219526733802,7000.0,-0.10671572005954648,-0.6524561033460305,0.25,8,1,0,0,0
0.6250623368888408,1.0,0.177296702923811,0.320416352073396,-0.13118363333254013,-0.5595745976141618,0.5,0.1,0.4,0.0,-0.6112006965329413,-0.19492556617599716,2250.0,-0.12857673210343942,0.4232574753049078,0.0,10,0,1,0,0
-0.4181335216330788,0.909091,0.2864109608904063,0.34516938617252796,0.04140089891521595,-0.5595745976141618,0.272727,0.090909,0.181818,0.0,-0.6112006965329413,-0.26371261448817,6000.0,0.2957439624020331,-0.5753633453616352,0.0,11,0,1,0,0
3.9356859235746033,1.0,-0.035269168919621376,-0.14247998914031143,0.14062094560293797,-0.5595745976141618,0.833333,0.166667,0.75,0.0,-0.6112006965329413,0.21779672369704017,6000.0,0.9940417689389212,3.8588249939647485,0.0,12,0,0,0,1
0.5586008441443258,1.0,0.02658647911269759,0.5084919496569921,-0.6954558276326631,-0.5595745976141618,1.0,1.0,0.0,0.0,-0.6112006965329413,0.42415786863355887,11000.0,1.9829363719679942,0.42526543958719387,0.0,12,0,1,0,0
-0.38015666347574106,1.0,-0.3734478666948697,-0.5979285147843686,0.16104309171103937,-0.5595745976141618,0.75,0.0,0.666667,0.0,-0.6112006965329413,-0.19492556617599716,1500.0,0.4320997088164877,-0.5425941029603417,0.0,12,0,1,0,0
-0.8389433885541638,0.909091,-0.4785213736937116,-0.5245273716334766,-0.14772476871236542,-0.5595745976141618,0.666667,0.166667,0.583333,0.0,-0.6112006965329413,0.14900967538486729,5000.0,-0.6702090899695649,-0.695906195092416,0.181818,12,0,1,0,0
-0.7864606174463119,0.272727,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,2.696778292748993,0.0,0.0,0.0,0.166667,0.9915001802156286,-0.7452219526733802,9500.0,-0.9161726687113964,-0.5995184078852953,0.0,12,1,0,0,0
-0.8500330443621059,0.636364,-0.6348383142455484,-0.5464509659941384,-0.4148186035914531,-0.5595745976141618,0.416667,0.166667,0.25,0.0,-0.6112006965329413,-0.4012867111125158,12000.0,-0.8208550601586425,-0.7450050957079651,0.444444,12,0,1,0,0
-0.8184274853103162,0.545455,-0.2671859035290415,-0.5979285147843686,0.3644615850551687,-0.5595745976141618,0.5,0.0,0.416667,0.0,-0.6112006965329413,0.0802226270726944,1200.0,-0.29519241609963637,-0.6528440304784909,1.0,12,0,1,0,0
-0.742880340181555,1.0,0.9237869941637542,1.6798617469336854,-0.6954558276326631,-0.5595745976141618,1.0,1.0,0.0,0.0,-0.6112006965329413,0.7680931101944233,16500.0,0.2652088229611351,-0.5846365742268458,1.0,12,0,1,0,0
2.445929477594754,1.0,-0.7579483913080639,-0.5157834901191077,-0.6954558276326631,-0.44587214884517884,0.083333,0.083333,0.0,0.083333,-0.2906605211832273,-0.6764349043612073,4500.0,0.059875162948087195,1.1962215146225803,0.0,12,1,0,0,0
0.22670806502154842,1.0,-0.7570395718862509,-0.514596950873943,-0.6954558276326631,-0.01891297473928822,0.083333,0.083333,0.0,0.083333,-0.2906605211832273,-0.6764349043612073,1800.0,-0.5855423681201807,-0.2693553288633524,0.0,12,1,0,0,0
0.47060863486595156,1.0,0.21300631528243286,0.7518785305151972,-0.6954558276326631,-0.5595745976141618,0.666667,0.666667,0.0,0.0,-0.6112006965329413,0.01143557876052151,6000.0,-0.60971926066741,-0.09837104907464865,0.0,12,0,1,0,0
-0.8492798582312813,0.363636,-0.7104101446286144,-0.5979285147843686,-0.48400765691968656,-0.5595745976141618,0.25,0.0,0.166667,0.0,-0.6112006965329413,-0.5388608077368616,7000.0,-0.8129359894984263,-0.6953305998170329,1.0,12,0,1,0,0
-0.8491427056640551,0.666667,-0.7929029844547179,-0.5614196149331415,-0.6954558276326631,-0.5595745976141618,0.111111,0.111111,0.0,0.0,-0.6112006965329413,-0.6764349043612073,1500.0,-1.0080202545556183,-0.8312367831707711,0.0,9,1,0,0,0
-0.8340104198382419,0.272727,1.0614801274870538,-0.5979285147843686,2.9079421884112113,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.0802226270726944,2000.0,-0.30891334686495436,-0.8449058943488569,0.0,12,0,1,0,0
-0.14869050060058242,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,0.44429552850987286,0.0,0.0,0.0,0.083333,-0.2906605211832273,-0.7452219526733802,4000.0,1.2457276099082781,-0.4875739207671338,0.083333,12,1,0,0,0
1.1419630178880815,1.0,0.30886579152781674,0.8770310392052033,-0.6954558276326631,0.4874337320090141,0.25,0.25,0.0,0.333333,1.3120403555653426,-0.4700737594246887,4000.0,-0.49183894359279123,1.3258023705710922,0.0,12,0,0,0,1
-0.5191962707132362,1.0,0.4957190646525705,-0.5979285147843686,1.824899304901099,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.0802226270726944,2500.0,0.08428924528184348,-0.5729066655448539,0.083333,12,0,1,0,0
0.16554365996030632,1.0,-0.22845621432254884,-0.2736564663057702,-0.03686168983981488,-0.10973141207090542,0.666667,0.166667,0.5,0.083333,0.029879654166486618,-0.05735146955165138,2000.0,-0.44666138574355496,0.14551247092013062,0.0,12,0,0,1,0
-0.7254755589536384,0.818182,1.0734765438549854,0.4711068362093356,1.36343374651345,-0.5595745976141618,0.916667,0.333333,0.833333,0.0,-0.6112006965329413,1.5935376899404978,5500.0,-0.15920656066643446,-0.7253871500089287,0.0,12,0,1,0,0
-0.7098477804292826,0.818182,1.2888527649874089,1.6881857760997652,-0.008811350231308579,-0.5595745976141618,0.666667,0.416667,0.333333,0.0,-0.6112006965329413,0.21779672369704017,5000.0,0.8861494953404071,-0.6621540449790929,1.0,12,0,1,0,0
-0.29731021923483897,1.0,0.6410322992818405,0.6213774679969861,0.3152664283753648,-0.5595745976141618,1.0,0.583333,1.0,0.0,-0.6112006965329413,0.974454255130942,3000.0,-0.47176220891886445,-0.5034441414668542,0.0,12,0,1,0,0
0.6059857421549154,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,0.06894893894841307,0.0,0.0,0.0,0.25,2.5942010569641982,-0.7452219526733802,1800.0,-0.3338503697272939,4.478895361844114,0.0,12,0,0,0,1
-0.8082386905521813,0.272727,-0.12876571466829154,-0.5979285147843686,0.6294409382271267,-0.5595745976141618,0.166667,0.0,0.166667,0.0,-0.6112006965329413,-0.6076478560490345,7000.0,0.9734462302933341,-0.6389101498053911,1.0,12,0,1,0,0
1.3226226218427286,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.004333542337123327,0.0,0.0,0.0,0.333333,0.6709600048659146,-0.7452219526733802,3000.0,-0.0843242019824188,0.616282857117486,0.0,12,1,0,0,0
1.4973005184611738,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,0.529965397378855,0.0,0.0,0.0,0.166667,0.029879654166486618,-0.7452219526733802,3200.0,0.051292108117249526,2.1869369894863095,0.0,12,1,0,0,0
-0.8061795144432148,0.75,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.2621000565551953,0.0,0.0,0.0,0.125,-0.2906605211832273,-0.7452219526733802,1200.0,-0.6416072081832864,-0.7781321356293381,0.166667,8,1,0,0,0
2.6163442095285783,1.0,1.9157983476657952,1.368623375701975,1.6599162005625188,-0.5595745976141618,0.833333,0.166667,0.583333,0.0,-0.6112006965329413,0.5617319652579046,5000.0,-0.010977669291697634,1.45854974071255,0.0,12,0,1,0,0
-0.8332827056922698,0.636364,-0.47048181726998123,-0.5979285147843686,-0.024710111421626126,-0.5595745976141618,0.583333,0.0,0.5,0.0,-0.6112006965329413,-0.26371261448817,3000.0,-0.7089942093303913,-0.5795573275655795,0.0,12,0,1,0,0
-0.6642778798251823,1.0,-0.2056658195909304,-0.5979285147843686,0.48223018646492777,-0.5595745976141618,0.916667,0.0,0.916667,0.0,-0.6112006965329413,0.7680931101944233,4000.0,-0.47004494438282074,-0.5539714255136354,0.0,12,0,1,0,0
0.4237680595743981,1.0,1.0395845703399895,1.5371667118651648,-0.26455657442909225,-0.5595745976141618,0.5,0.166667,0.25,0.0,-0.6112006965329413,-0.19492556617599716,2000.0,0.005773405145606038,0.6171827643788688,0.0,12,0,1,0,0
-0.27611538038549743,1.0,0.43450658113414997,0.7063884413005681,-0.20473547803118056,0.0799251639264939,0.916667,0.333333,0.916667,0.25,0.3504198295162006,0.4929449169457317,1200.0,-0.0436018097436144,-0.555236674978678,0.0,12,0,0,0,1
0.9732722732303427,1.0,0.18666453388711435,0.7174871468553412,-0.6954558276326631,0.2294075647441916,1.0,1.0,0.0,0.083333,-0.2906605211832273,0.0802226270726944,2500.0,0.04707659872942962,0.5714298427350352,0.0,12,0,0,0,1
-0.07918559104919995,1.0,-0.5453405739528555,-0.3265578621901981,-0.565910366081928,-0.5595745976141618,0.333333,0.25,0.166667,0.0,-0.6112006965329413,-0.4012867111125158,1000.0,-0.5331752296320008,0.17011533575674606,0.0,12,0,1,0,0
-0.22879522217164547,0.818182,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,0.8662074167304131,0.0,0.0,0.0,0.166667,0.3504198295162006,-0.7452219526733802,7500.0,0.5625040571146313,-0.5810584003054714,0.0,12,1,0,0,0
1.6452067780109159,1.0,0.6122716600407736,1.2731526025910165,-0.6954558276326631,-0.5595745976141618,0.083333,0.083333,0.0,0.0,-0.6112006965329413,-0.6076478560490345,7500.0,-0.3224691181774506,0.8629546010044568,0.0,12,0,1,0,0
-0.6367380326325357,1.0,-0.7808086952259756,-0.5456295157474859,-0.6954558276326631,-0.14042343845287694,0.083333,0.083333,0.0,0.083333,-0.2906605211832273,-0.6764349043612073,9000.0,0.2248329206392638,-0.5333549044361936,0.083333,12,1,0,0,0
0.052449397135705685,0.909091,0.5003610346224462,-0.29680310881144806,1.3922602882676118,-0.5595745976141618,0.5,0.25,0.416667,0.0,-0.6112006965329413,-0.12613851786382427,1500.0,0.9585124002693783,1.2491642964370284,0.0,12,0,1,0,0
-0.11232653421141962,1.0,0.6321258689480732,-0.45189291537946047,1.8718996831000851,-0.44711126349177716,0.833333,0.083333,0.833333,0.083333,-0.2906605211832273,0.01143557876052151,13500.0,0.8565885899962521,0.07815135891879663,0.083333,12,0,0,0,1
-0.8129184486828924,1.0,0.3958887466257266,-0.5979285147843686,1.6337929835225358,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.905667206818769,8000.0,-0.18279699711274197,-0.5362872387064995,1.0,12,0,1,0,0
-0.7661372355693062,0.636364,2.6230276398834165,0.8433150701925951,3.784006754943671,-0.5595745976141618,1.0,0.5,1.0,0.0,-0.6112006965329413,2.4189822696865724,4000.0,1.5891653341076282,-0.7543639664445612,0.636364,12,0,1,0,0
0.0019073637809723248,1.0,-0.4084024598415237,-0.05942224197876995,-0.6954558276326631,-0.45749812928457245,0.083333,0.083333,0.0,0.083333,-0.2906605211832273,-0.6076478560490345,1200.0,-0.587003832951787,-0.1570948380656733,0.0,12,1,0,0,0
1.3836941210015652,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.09086925441827652,0.0,0.0,0.0,0.416667,0.9915001802156286,-0.7452219526733802,3000.0,-0.24092694872945675,0.6443974874768226,0.0,12,1,0,0,0
2.427553979387315,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,0.5185202687116222,0.0,0.0,0.0,0.083333,-0.2906605211832273,-0.7452219526733802,8500.0,-0.00605265321490473,1.6611130583665188,0.0,12,1,0,0,0
-0.14093042184611992,1.0,0.08546399580892164,-0.3880023406398132,0.7317390279062401,-0.5595745976141618,1.0,0.083333,1.0,0.0,-0.6112006965329413,1.1120283517552876,1200.0,0.09764307981634636,-0.5021536120647007,0.0,12,0,1,0,0
0.4625062483278827,1.0,-0.041812668756674935,0.3615983911055801,-0.6110103873036199,-0.5595745976141618,0.25,0.083333,0.166667,0.0,-0.6112006965329413,-0.4012867111125158,4000.0,-0.6040264570059742,0.40818182432964367,0.0,12,0,1,0,0
-0.7594874540937554,1.0,-0.16374827148946286,-0.5979285147843686,0.562473428970941,-0.5595745976141618,1.0,0.0,0.833333,0.0,-0.6112006965329413,-0.33249966280034293,1000.0,-0.6607193471318271,-0.774994612312867,0.5,6,0,1,0,0
3.8867829444588207,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.15603380274838644,0.0,0.0,0.0,0.083333,-0.2906605211832273,-0.7452219526733802,6500.0,0.33773993597620355,3.437041101752137,0.0,12,1,0,0,0
-0.18053330407846466,0.363636,-0.6368097532990198,-0.5979285147843686,-0.3431135846876475,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.0802226270726944,8000.0,1.9382275226221526,-0.4242259530094409,0.0,12,0,1,0,0
0.06871220616655228,1.0,0.47189401396381114,-0.5979285147843686,1.7792907374460472,-0.5595745976141618,1.0,0.0,1.0,0.0,-0.6112006965329413,0.0802226270726944,1000.0,0.1912691129017481,2.9335665039049763,0.0,12,0,0,1,0
-0.567583614552951,1.0,1.941105473103973,1.9458290823498745,0.8620339260114007,-0.5595745976141618,0.666667,0.416667,0.333333,0.0,-0.6112006965329413,0.42415786863355887,4000.0,0.7951844419275196,-0.5938748662279002,0.0,12,0,1,0,0
-0.16606974855791365,0.666667,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,3.445585039692751,0.0,0.0,0.0,0.222222,0.9915001802156286,-0.7452219526733802,4000.0,2.657251160681027,-0.5359294568161286,0.0,9,1,0,0,0
-0.834241935274029,0.363636,-0.4014115412121929,-0.5979285147843686,0.10751190925205795,-0.5595745976141618,0.25,0.0,0.166667,0.0,-0.6112006965329413,-0.5388608077368616,12500.0,-0.737353706418256,-0.8702237379685527,0.181818,12,0,1,0,0
0.9345633332971398,0.857143,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,3.700339118252664,0.0,0.0,0.0,0.285714,2.2736608816144845,-0.7452219526733802,3000.0,0.4166812042194153,0.0628987595478335,0.2,7,1,0,0,0
0.4612083137464645,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,-0.3351573495800052,0.0,0.0,0.0,0.166667,0.029879654166486618,-0.7452219526733802,1800.0,-0.5552339113869104,-0.05447248963628828,0.0,12,1,0,0,0
1.5437502272401378,1.0,-0.8208666589720411,-0.5979285147843686,-0.6954558276326631,1.6661222824027897,0.0,0.0,0.0,0.583333,3.5558215830133397,-0.7452219526733802,3000.0,1.4442336956211193,2.9172925946281696,0.0,12,1,0,0,0
-0.8235167489878299,0.454545,-0.46277782494045866,-0.5979285147843686,-0.009962270654176698,-0.5595745976141618,0.416667,0.0,0.416667,0.0,-0.6112006965329413,-0.4012867111125158,5300.0,-0.1873491775752049,-0.5451608918407771,0.166667,12,0,1,0,0
-0.7571595220691586,1.0,0.09316798813844417,0.3020158665483776,-0.2652524798010591,-0.5595745976141618,0.666667,0.416667,0.416667,0.0,-0.6112006965329413,0.2865837720092131,10000.0,-0.5847800038400177,-0.6617339898643778,0.0,12,0,1,0,0
